質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,注目度,受付終了まで,URL,本文冒頭
2026/1/11 5:22,フェリー、港,秋霜烈日,0時間4分,0,0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161252,係留してる貨物船のロープがギシギシ音を立ててたので怖くなってその場から離れました。 これは海洋恐怖症...
2026/1/11 5:22,海外生活,ce1f1a055,0時間4分,1,0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161251,HelloTalkで 特定の分野の専門家や著名人がいて一般には知られていないような専門的な分野の知識...
2026/1/11 5:22,外国映画,japsn,0時間4分,0,2,0.42,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161250,日系アメリカ人俳優デレク·ヨコヤマの代表作を教えてください。
2026/1/11 5:21,鉄道、列車、駅,2759638014,0時間5分,0,1,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161249,京急快特と近鉄快速急行の速さを比べると、明らかに京急のほうが速く走っている感じがします。京急は駅の通...
2026/1/11 5:21,職場の悩み,tar********,0時間5分,1,9,1.57,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161248,仕事での謝罪について質問します。 私は現場を管理しております。 会社自体は全国様々なところにあり、 ...
2026/1/11 5:21,Yahoo!知恵袋,ajp********,0時間5分,1,6,1.05,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161247,たまに遠回しに嫌みを言う回答者がいると胃らへんがズーンと重くなり嫌な気持ちになる時があります。 自分...
2026/1/11 5:20,俳優、女優,japsn,0時間6分,0,1,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161245,日系アメリ人俳優デレク·ヨコヤマの代表作を教えてください。
2026/1/11 5:20,恋愛相談、人間関係の悩み,匿名,0時間6分,0,2,0.3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161244,大学生の女性に質問 あなたは、顔がかっこいい男性に嫌な事をされても、その男性を嫌いになっても、顔がか...
2026/1/11 5:20,美容整形,c1f7b4705,0時間6分,0,1,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161243,二重整形についての質問です。 もし二重整形にプラスで脂肪取りをするとなると平均値段はどのくらいになる...
2026/1/11 5:20,国際情勢,非公開,0時間6分,2,10,1.49,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161242,最近いじめの動画がSNS(Xやインスタ)で流れてくるんですが、なぜこんなに全国でいじめが多いんですか...
2026/1/11 5:20,学校の悩み,bccab9083,0時間6分,3,8,1.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161241,高校1年生です。今年2年生になりますが高校生のうちに楽しんでおくことを教えてください！通信制ですがせ...
2026/1/11 5:20,恋愛相談、人間関係の悩み,natsuki,0時間6分,2,6,0.89,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161240,緊急！ 今、占いを見ていて気になり過ぎたんですが、これって、理想が高いっていうのとは違いますよね？ ...
2026/1/11 5:20,動物,aya********,0時間6分,0,1,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161239,ダーレーアラビアンがうま娘ってことはダーレーアラビアンがフェアリーステークスの距離しか走れない短距離...
2026/1/11 5:20,賃貸物件,たぬき,0時間6分,0,3,0.45,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161238,去年の秋、自分が住んでる4世帯ある賃貸の一つに東南系外国人が数日ほど出入りしていた。 見慣れない自転...
2026/1/11 5:19,iPhone,a7b7bcb45,0時間7分,2,1,0.13,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161236,Simejiのキーボードを使っています。 Simejiを使って例えば翻訳したい文をコピーしスマホでG...
2026/1/10 11:53,スマホアプリ,ito********,17時間33分,7,3876,3.68,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324131724,最強トレーナーのアプリついてです。 アプリをダウンロードして、アプリを開きアップデートまでしてしまい...
2026/1/4 1:47,iPhone,c3448e7a6,7日3時間39分,3,15110,1.47,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323917407,今iwaraを開こうとしたらThis page doesn't seem to exist.It l...
2026/1/8 22:22,日本映画,1152829203,2日7時間4分,5,11689,3.54,あと1日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324085614,映画でっちあげについて質問です。 実話と聞いたのですが、実際に他の生徒に聞いたら分かるものではないの...
2026/1/9 20:28,ポケットモンスター,tyongi0627,1日8時間58分,9,12486,6.31,あと2日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324113063,最近tiktokやyoutubeに流れる最強トレーナーdxというポケモンのパクリゲーは過去に出たポケ...
2026/1/9 12:47,ポケットモンスター,fse********,1日16時間39分,5,45130,18.5,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324100076,至急です。 TikTokの広告に流れてきたんですけど、｢最強トレーナー｣というポケモンのアプリがある...
2025/12/30 9:57,Android,ゆ,11日19時間29分,1,0,0.0,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323763907,XrollっていうのをGoogleで調べて見てしまったんですけど、それってどこかに履歴が残ったりしま...
2026/1/1 13:21,Instagram,mas********,9日16時間5分,1,30977,2.22,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323829587,Instagramから、「Reset your password」というメールが届きました。 このメ...
2026/1/11 2:38,恋愛相談、人間関係の悩み,bkw********,2時間48分,1,96,0.57,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324159698,女って、本当にこわい生き物ですね。
2026/1/9 1:09,動画サービス,ace605649,2日4時間17分,1,1626,0.52,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324090815,85xoというサイトで動画を複数見てしまったのですが、見ただけで違法になって家宅捜査にまでなりますか...
2026/1/8 9:55,ミュージシャン,bf5c9690b,2日19時間31分,8,94993,23.45,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324064021,ミセスの大森元貴と親密の女性アイドルって誰なんですか！？ 人気若手アイドルA子って書いてますけど。 ...
2026/1/11 5:21,鉄道、列車、駅,2759638014,0時間5分,0,1,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161249,京急快特と近鉄快速急行の速さを比べると、明らかに京急のほうが速く走っている感じがします。京急は駅の通...
2026/1/11 5:21,職場の悩み,tar********,0時間5分,1,10,1.75,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161248,仕事での謝罪について質問します。 私は現場を管理しております。 会社自体は全国様々なところにあり、 ...
2026/1/11 5:20,俳優、女優,japsn,0時間6分,0,1,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161245,日系アメリ人俳優デレク·ヨコヤマの代表作を教えてください。
2026/1/11 5:20,恋愛相談、人間関係の悩み,匿名,0時間6分,0,3,0.45,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161244,大学生の女性に質問 あなたは、顔がかっこいい男性に嫌な事をされても、その男性を嫌いになっても、顔がか...
2026/1/11 5:20,美容整形,c1f7b4705,0時間6分,0,1,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161243,二重整形についての質問です。 もし二重整形にプラスで脂肪取りをするとなると平均値段はどのくらいになる...
2026/1/11 5:20,国際情勢,非公開,0時間6分,2,10,1.49,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161242,最近いじめの動画がSNS(Xやインスタ)で流れてくるんですが、なぜこんなに全国でいじめが多いんですか...
2026/1/11 5:20,学校の悩み,bccab9083,0時間6分,3,9,1.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161241,高校1年生です。今年2年生になりますが高校生のうちに楽しんでおくことを教えてください！通信制ですがせ...
2026/1/11 5:20,恋愛相談、人間関係の悩み,natsuki,0時間6分,2,7,1.04,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161240,緊急！ 今、占いを見ていて気になり過ぎたんですが、これって、理想が高いっていうのとは違いますよね？ ...
2026/1/11 5:20,動物,aya********,0時間6分,0,1,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161239,ダーレーアラビアンがうま娘ってことはダーレーアラビアンがフェアリーステークスの距離しか走れない短距離...
2026/1/11 5:20,賃貸物件,たぬき,0時間6分,0,3,0.45,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161238,去年の秋、自分が住んでる4世帯ある賃貸の一つに東南系外国人が数日ほど出入りしていた。 見慣れない自転...
2026/1/11 5:19,iPhone,a7b7bcb45,0時間7分,2,1,0.13,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161236,Simejiのキーボードを使っています。 Simejiを使って例えば翻訳したい文をコピーしスマホでG...
2026/1/11 5:19,資産運用、投資信託、NISA,cda48884d,0時間7分,0,5,0.65,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161235,PayPay証券にてニーサでゴールドを10000円分入金しました。 すぐに取り消しました 約定前に取...
2026/1/11 5:19,女性アイドル,1153198923,0時間7分,0,2,0.26,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161234,あいす生誕祭に行くみに推しです。 上手と下手どちらの方が良いでしょうか？また、Aチケの200番後半は...
2026/1/11 5:18,イヌ,ID 非公開,0時間8分,0,1,0.11,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161233,グレートピレニーズの夜間の警戒心は強いのですか？
2026/1/11 5:18,料理、食材,goo********,0時間8分,1,2,0.23,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161232,おせちの通販で、古典的なというか伝統的に昔から言われている、 豆に暮らせますように→黒豆みたいな食材...
2026/1/11 5:18,アクアリウム,har********,0時間8分,0,2,0.23,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161229,２口タイプのエアーポンプの吐出量について質問です。 例えば、GEXのe～AIR 6000WBの商品説...
2026/1/11 5:17,オンラインゲーム,nanasi,0時間9分,0,1,0.1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161228,VALORANTでランクマッチは、ソロとパーティ組んでる人分けてマッチ組んで欲しいと思うんですけどど...
2026/1/11 5:17,資格,1053265156,0時間9分,1,5,0.51,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161227,中3です。文章検定準二級を申し込んだはずが漢字検定準二級を申し込んでしまっていました。 漢字なんて今...
2026/1/11 5:17,恋愛相談、人間関係の悩み,1052185420,0時間9分,1,0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161226,今月修学旅行で沖縄に行きます。 私には付き合って1ヶ月も経ってない彼氏がいて美ら海水族館一緒に周りた...
2026/1/11 5:17,オーディオ,tab******seita,0時間9分,0,6,0.62,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161225,ハードオフで1970年代のMusicmanのアンプが66000円くらいで売っていました。なんとなく惹...
2026/1/11 5:17,カフェ、喫茶,非公開,0時間9分,2,2,0.21,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161224,ミルクコーヒーの成分表を見ると乳化剤入りのものが結構あります ミルクコーヒーに乳化剤は必要なんですか
2026/1/11 5:17,病気、症状,gxhvkbkbs,0時間9分,2,10,1.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161223,至急です 今朝喉の痛みで目が覚めました。唾を飲みこむと激痛そのままでも痛くて眠れないしほんとにやばい...
2026/1/11 5:17,政治、社会問題,呉下の阿蒙,0時間9分,2,7,0.72,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161222,高市政権に批判する共産党が解散に反対してるのって矛盾してませんか？民意で決めたらよいではありませんか...
2026/1/11 5:16,洋楽,aa1ad75eb,0時間10分,0,2,0.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161219,【曲名を知りたいです】 ハワイっぽい曲で英語の歌詞なのですが、おそらくサビの部分で「Aloha ev...
2026/1/11 5:16,iPhone,****************,0時間10分,0,3,0.28,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161220,iCloud200GB/450円で毎月買うの意味ありますか？ テクノロジーが苦手で。。 無料の5GB...
2026/1/11 5:16,恋愛相談、人間関係の悩み,匿名,0時間10分,1,4,0.37,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161216,私(女)は、祖父のケアマネジャーの男性Aに恋していて、祖父が亡くなったし、Aには奥さんがいるので、A...
2026/1/11 5:15,税金,kak********,0時間11分,0,3,0.26,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161214,昔買った喜平ネックレス売りたいんですが価格がとんでもないことになってて確定申告とかめんどくさくてやり...
2026/1/11 5:15,恋愛相談、人間関係の悩み,ad1e98c8a,0時間11分,3,8,0.68,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161213,同棲中の彼氏について相談です。私は３日ほど前から風邪をひいていて熱も38度ほどの熱が続いています。病...
2026/1/11 5:15,恋愛相談、人間関係の悩み,bdfc7c7a4,0時間11分,1,11,0.94,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161211,不倫中です 彼は、奥さんとの間に子供がおらず、奥さんと同様、子供があまり好きじゃないらしいです。 な...
2026/1/11 5:15,イヌ,ID 非公開,0時間11分,0,2,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161210,チャウチャウの舌が青いのは何故ですか？
2026/1/11 5:15,病気、症状,wes********,0時間11分,1,4,0.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161209,頭から雑音(音楽、救急車の音)が鳴り響いて、寝る事や生活出来ない人はいらっしゃいますか？ 同じ悩みを...
2026/1/11 5:14,ゲーム,*************,0時間12分,0,2,0.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161207,原神でコロンビーナが結構強い感じで欲しい感ありますが、ナドクライキャラ(星5)が誰1人持っていません...
2026/1/11 5:14,外国為替、FX,lD非公開,0時間12分,0,0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161206,SBI証券のFXと、SBIFXトレードはどちらがおすすめですか？他にもおすすめがあれば教えて欲しいで...
2026/1/11 5:14,プレイステーション4,1051707556,0時間12分,0,5,0.39,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161205,ドラゴンボールゼノバース2について質問です カスタマイズキャラの超ソウルや必殺技の解放はTPメダルS...
2026/1/11 5:13,コミック,かむかむレモン,0時間13分,0,12,0.87,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161204,5年前ほどにキュートなカノジョMADで見つけた漫画を探してるんですけど分かる方いますか？ タイトルに...
2026/1/11 5:13,料理、食材,0-2********,0時間13分,4,13,0.95,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161203,調味料を多く使う人は、料理上手なのですか？ 知り合いの作ったものを食べた時に、しょうゆをかけて、ごま...
2026/1/11 5:13,恋愛相談、人間関係の悩み,まくまく(お餅ver),0時間13分,2,9,0.66,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161202,私は交友関係をあまり広げないタイプです。 その理由が｢人間関係を広めたからこそ嫌な経験をすることも増...
2026/1/11 5:13,生き方、人生相談,みー,0時間13分,2,12,0.87,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161201,生まれながらに不安感が強すぎる。 今まで生きてきて、いつも何かあれば不安が襲ってきて、それに対処する...
2026/1/11 5:13,アルバイト、フリーター,可愛いハリネズミ,0時間13分,1,6,0.44,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161200,大学4年生です。 夢を叶えるために東京に行こうと思っていたのですが、お金の面でトラブルがあり、今年は...
2026/1/11 5:13,生き方、人生相談,るぅむ,0時間13分,0,15,1.09,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161198,大大大至急です。 ご回答よろしくお願いいたします。 19歳女子です。 双極性感情障害､統合失調症､不...
2026/1/10 11:53,スマホアプリ,ito********,17時間33分,7,3879,3.68,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324131724,最強トレーナーのアプリついてです。 アプリをダウンロードして、アプリを開きアップデートまでしてしまい...
2026/1/4 1:47,iPhone,c3448e7a6,7日3時間39分,3,15123,1.47,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323917407,今iwaraを開こうとしたらThis page doesn't seem to exist.It l...
2026/1/8 22:22,日本映画,1152829203,2日7時間4分,5,11693,3.54,あと1日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324085614,映画でっちあげについて質問です。 実話と聞いたのですが、実際に他の生徒に聞いたら分かるものではないの...
2026/1/9 20:28,ポケットモンスター,tyongi0627,1日8時間58分,9,12493,6.31,あと2日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324113063,最近tiktokやyoutubeに流れる最強トレーナーdxというポケモンのパクリゲーは過去に出たポケ...
2026/1/9 12:47,ポケットモンスター,fse********,1日16時間39分,5,45132,18.5,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324100076,至急です。 TikTokの広告に流れてきたんですけど、｢最強トレーナー｣というポケモンのアプリがある...
2025/12/30 9:57,Android,ゆ,11日19時間29分,1,0,0.0,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323763907,XrollっていうのをGoogleで調べて見てしまったんですけど、それってどこかに履歴が残ったりしま...
2026/1/1 13:21,Instagram,mas********,9日16時間5分,1,30989,2.23,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323829587,Instagramから、「Reset your password」というメールが届きました。 このメ...
2026/1/11 2:38,恋愛相談、人間関係の悩み,bkw********,2時間48分,1,97,0.57,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324159698,女って、本当にこわい生き物ですね。
2026/1/9 1:09,動画サービス,ace605649,2日4時間17分,1,1631,0.52,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324090815,85xoというサイトで動画を複数見てしまったのですが、見ただけで違法になって家宅捜査にまでなりますか...
2026/1/8 9:55,ミュージシャン,bf5c9690b,2日19時間31分,8,94996,23.45,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324064021,ミセスの大森元貴と親密の女性アイドルって誰なんですか！？ 人気若手アイドルA子って書いてますけど。 ...
